txn_id,date,amount,currency,channel,description
A2A-07532F21,2025-09-02,191.51,AED,CARD,Netflix.com Subscription
A2A-9591F1D1,2025-10-01,90.30,AED,REM,Mawaqif Parking Abu Dhabi
POS-3C5FA0BD,2025-09-11,833.96,AED,CARD,NMC Hospital
A2A-A2B545E5,2025-07-27,276.18,AED,CARD,Jollibee UAE
POS-BF4EC278,2025-08-27,140.82,AED,A2A,DEWA Online Payment - Dubai Electricity
BNK-EAD19124,2025-09-22,578.64,AED,CARD,Emax Electronics
CRD-8C13A97A,2025-07-28,135.88,AED,CARD,Dubai Taxi
BNK-13DF0129,2025-08-12,306.54,AED,CARD,du Bill Payment
PAY-2AF70749,2025-09-26,99.81,AED,CARD,Nando's
POS-EED620CC,2025-10-21,299.41,AED,A2A,AADC Payment
A2A-04539634,2025-09-01,144.14,AED,CARD,Etihad Airways
PAY-4C33592D,2025-10-07,791.75,AED,CARD,AADC Payment
BNK-FBC00D83,2025-09-24,33.73,AED,CARD,KFC UAE
PAY-14167FFF,2025-08-27,90.45,AED,CARD,ADNOC Service Station Abu Dhabi
BNK-94ECC011,2025-07-31,135.04,AED,CARD,Roxy Cinemas
POS-70DD460D,2025-09-18,104.40,AED,A2A,IKEA Dubai Festival City
CRD-E21CD8D7,2025-08-24,203.60,AED,A2A,Noon.com
BNK-8854F09C,2025-08-01,322.44,AED,A2A,Hala Taxi
POS-5CCC1B03,2025-08-31,879.27,AED,A2A,NMC Hospital
A2A-A7E06B5D,2025-07-28,207.12,AED,REM,Union Coop Al Barsha
A2A-9327D091,2025-08-27,21.63,AED,CARD,Namshi Online
POS-EA00251C,2025-08-05,1082.24,AED,A2A,Lulu Hypermarket Dubai
CRD-993BCD02,2025-08-27,350.23,AED,WALLET,Hala Taxi
POS-D785D453,2025-10-22,237.74,AED,CARD,Papa John's
CRD-5965D8C5,2025-08-18,19.41,AED,CARD,Nando's
PAY-C720E8AC,2025-08-01,116.48,AED,CARD,ADNOC Service Station Abu Dhabi
BNK-E70ED23D,2025-10-15,30.82,AED,CARD,VOX Cinemas
CRD-0068F44B,2025-09-29,231.65,AED,CARD,Domino's
BNK-CF410E37,2025-08-30,159.25,AED,WALLET,ACE Hardware Dubai
POS-E235FD98,2025-09-30,818.09,AED,CARD,IKEA Dubai Festival City
BNK-7D1A6931,2025-08-24,151.19,AED,A2A,Emarat Service Station
BNK-12ECB9FB,2025-09-29,558.21,AED,CARD,Emax Electronics
A2A-1931F81C,2025-08-08,23.80,AED,CARD,VOX Cinemas
POS-354B7F00,2025-08-22,24.18,AED,CARD,Domino's
POS-0D2C59B9,2025-09-23,242.91,AED,CARD,FEWA Payment
CRD-3501901F,2025-08-05,263.77,AED,SO,Virgin Mobile UAE
BNK-49219555,2025-07-28,199.85,AED,CARD,Fitness First Monthly
CRD-FFDA126B,2025-08-16,324.75,AED,CARD,Shake Shack
PAY-0F4BBDD3,2025-10-23,26.02,AED,CARD,Virgin Megastore Dubai Mall
A2A-5E0457C3,2025-07-28,148.64,AED,A2A,DEWA Online Payment - Dubai Electricity
POS-4B05657B,2025-08-02,283.17,AED,CARD,Union Coop Al Barsha
A2A-2DAFFCE1,2025-10-21,116.65,AED,WALLET,Careem Ride
BNK-1A8D33F9,2025-08-19,115.47,AED,WALLET,Emarat Service Station
BNK-A26B748F,2025-10-07,130.31,AED,CARD,ENOC EPPCO Service Station
PAY-4112215F,2025-09-13,346.46,AED,CARD,Union Coop Al Barsha
BNK-8ACFD433,2025-07-27,169.60,AED,CARD,IKEA Dubai Festival City
CRD-84EB6322,2025-09-19,132.85,AED,A2A,ADNOC Service Station Abu Dhabi
PAY-80D7CA9C,2025-10-06,195.17,AED,CARD,Nando's
POS-75E40B38,2025-10-22,81.08,AED,A2A,Virgin Mobile UAE
CRD-7B08D722,2025-09-23,784.81,AED,CARD,Grandiose Supermarket
A2A-14D61A62,2025-07-29,304.74,AED,CARD,Virgin Megastore Dubai Mall
BNK-0511FF71,2025-10-09,180.99,AED,CARD,Five Guys
POS-8DE493F6,2025-09-20,67.81,AED,CARD,Salik Top-up
PAY-1B423741,2025-07-27,127.15,AED,CARD,ADNOC Service Station Abu Dhabi
BNK-EA608003,2025-10-18,722.58,AED,CARD,Union Coop Al Barsha
A2A-DDF4276E,2025-09-01,262.73,AED,CARD,Pizza Hut
A2A-F07B00EA,2025-07-29,264.57,AED,CARD,KFC UAE
CRD-680EA3BD,2025-07-26,951.38,AED,CARD,Sharaf DG Electronics
POS-67AE446D,2025-08-20,147.56,AED,REM,ENOC EPPCO Service Station
CRD-3DE78A17,2025-08-25,144.21,AED,WALLET,Shahid VIP
PAY-75F65C1E,2025-09-01,893.59,AED,CARD,Dragon Mart Purchase
A2A-DE05E125,2025-10-20,1115.73,AED,CARD,Lulu Hypermarket Dubai
A2A-22AA544B,2025-10-15,187.09,AED,CARD,ENOC EPPCO Service Station
CRD-FDBD4A3B,2025-09-05,475.36,AED,CARD,Noon.com
CRD-B08BB91F,2025-09-07,55.46,AED,A2A,Five Guys
PAY-C64987F3,2025-08-01,333.96,AED,CARD,Lulu Hypermarket Dubai
POS-3143FF95,2025-09-07,1751.83,AED,CARD,Airbnb
POS-65225EE4,2025-10-13,104.13,AED,A2A,ENOC EPPCO Service Station
CRD-C7FA98FD,2025-09-13,127.17,AED,CARD,Etisalat Recharge
A2A-FE0E4D90,2025-09-02,489.74,AED,CARD,Life Pharmacy
BNK-9B175831,2025-09-14,106.16,AED,SO,Emarat Service Station
CRD-A0AA2135,2025-10-15,105.52,AED,CARD,Salik Top-up
BNK-C6E8D2C9,2025-08-23,31.44,AED,CARD,Fitness First Monthly
PAY-AA428216,2025-08-24,41.97,AED,CARD,Caribou Coffee
A2A-CE0BCC6E,2025-09-07,513.29,AED,CARD,DEWA Online Payment - Dubai Electricity
POS-D39610CD,2025-09-10,286.66,AED,CARD,Jollibee UAE
A2A-20D93EC7,2025-09-17,1175.50,AED,CARD,Emax Electronics
BNK-DE2AA923,2025-08-16,154.10,AED,CARD,Shahid VIP
CRD-20BEEB91,2025-10-04,122.87,AED,CARD,Domino's
CRD-8A6E9AAE,2025-08-03,217.35,AED,CARD,Deliveroo Payment
POS-DE8E0453,2025-09-16,231.29,AED,A2A,Talabat Order
POS-3F5196BC,2025-10-07,50.71,AED,WALLET,Shake Shack
PAY-218D37A4,2025-09-29,1102.51,AED,WALLET,Emax Electronics
CRD-E9930037,2025-07-27,83.71,AED,CARD,Namshi Online
BNK-69BE8CF9,2025-09-18,27.68,AED,CARD,Deliveroo Payment
BNK-35E55F27,2025-10-05,229.21,AED,CARD,SEWA Bill Payment
PAY-E6EA534F,2025-08-15,175.77,AED,A2A,ENOC EPPCO Service Station
POS-D8EC1B64,2025-09-10,87.69,AED,A2A,Shahid VIP
BNK-49C7A5E9,2025-09-07,85.82,AED,A2A,Careem Ride
BNK-342BA1FA,2025-09-20,67.28,AED,CARD,KFC UAE
POS-6F433E7D,2025-10-07,187.27,AED,A2A,Pizza Hut
POS-7EC6BDD8,2025-09-30,1310.79,AED,CARD,Booking.com
BNK-6EC651B3,2025-09-26,1186.30,AED,CARD,GEMS School Fees
CRD-F7C0D913,2025-10-09,985.18,AED,CARD,Grandiose Supermarket
PAY-BBEC7B42,2025-10-01,60.17,AED,CARD,Carrefour Hypermarket Mall of the Emirates
CRD-32EF51BF,2025-10-11,77.99,AED,A2A,Mawaqif Parking Abu Dhabi
CRD-BCC3B3A7,2025-09-19,1068.86,AED,CARD,Supercare Pharmacy
PAY-196A171B,2025-09-11,413.30,AED,CARD,Lulu Hypermarket Dubai
CRD-12B3EBD1,2025-08-23,90.40,AED,CARD,Shake Shack
A2A-A8B6016C,2025-09-21,705.42,AED,WALLET,Dubai Duty Free
A2A-180717BF,2025-08-30,213.53,AED,CARD,Dubai Duty Free
CRD-033A21FE,2025-09-01,662.57,AED,CARD,Namshi Online
CRD-358449BF,2025-08-15,102.77,AED,CARD,GymNation Membership
BNK-943EAABA,2025-08-09,189.34,AED,CARD,du Bill Payment
PAY-630A2559,2025-08-05,405.38,AED,SO,Union Coop Al Barsha
A2A-13543076,2025-09-10,185.12,AED,CARD,ADNOC Service Station Abu Dhabi
A2A-B115EAD1,2025-09-29,49.21,AED,WALLET,Subway
A2A-62082D42,2025-09-30,518.56,AED,CARD,Amazon AE
BNK-49EB700C,2025-08-19,798.50,AED,WALLET,IKEA Dubai Festival City
POS-F5286706,2025-09-30,66.43,AED,A2A,Mawaqif Parking Abu Dhabi
BNK-967CD21B,2025-10-01,1076.61,AED,WALLET,Life Pharmacy
POS-E6AB5C43,2025-09-20,177.39,AED,CARD,ADNOC Service Station Abu Dhabi
POS-50483864,2025-10-06,525.47,AED,A2A,Dubai Duty Free
BNK-34289A39,2025-08-27,320.63,AED,REM,Papa John's
PAY-EF43363A,2025-08-27,403.12,AED,CARD,Etisalat Recharge
POS-7C7833B0,2025-09-13,136.93,AED,SO,Carrefour Hypermarket Mall of the Emirates
A2A-1B801858,2025-08-12,691.98,AED,CARD,Amazon AE
PAY-EE5BEA92,2025-10-18,228.34,AED,CARD,Noon.com
BNK-DD59DA45,2025-10-21,99.45,AED,A2A,Virgin Mobile UAE
POS-87AA00A0,2025-07-30,305.93,AED,A2A,NMC Hospital
A2A-F345B554,2025-10-09,134.66,AED,A2A,Domino's
BNK-D3011F08,2025-09-12,208.79,AED,CARD,ADNOC Service Station Abu Dhabi
POS-5C6F3D05,2025-09-14,628.14,AED,CARD,Union Coop Al Barsha
CRD-318D05EF,2025-09-02,57.52,AED,CARD,Emarat Service Station
POS-C660A96F,2025-08-21,2680.72,AED,A2A,SABIS School Tuition
CRD-14B4D305,2025-08-16,267.58,AED,CARD,Caribou Coffee
CRD-AB766594,2025-09-21,653.53,AED,WALLET,Dubai Duty Free
PAY-CBC798BD,2025-09-01,126.05,AED,CARD,Starbucks
POS-578EE2C3,2025-09-24,85.28,AED,CARD,Mawaqif Parking Abu Dhabi
POS-35B4DA0A,2025-09-13,841.43,AED,A2A,Grandiose Supermarket
A2A-1EE4F2D3,2025-08-29,237.83,AED,A2A,Caribou Coffee
BNK-D131A2BD,2025-08-10,468.60,AED,CARD,Jumbo Electronics
POS-481C086F,2025-08-14,1015.42,AED,CARD,Grandiose Supermarket
A2A-63DFAB3B,2025-10-02,223.57,AED,SO,Carrefour Hypermarket Mall of the Emirates
POS-FDCB8EB0,2025-10-04,85.37,AED,A2A,Emarat Service Station
PAY-42D3FAA0,2025-09-19,314.16,AED,CARD,Talabat Order
A2A-696AEB29,2025-10-19,102.05,AED,A2A,Virgin Mobile UAE
A2A-83EB2A1E,2025-08-23,733.01,AED,CARD,Amazon AE
A2A-0B09EC5D,2025-08-25,18.61,AED,CARD,Five Guys
